latitude,longitude,time,t2m,u10,v10,tp
41.481,-72.02711,1979-01-01 01:00:00,277.537,-0.9270334,2.8278236,2.7334972e-05
41.481,-72.02711,1979-01-02 01:00:00,283.53308,2.127706,4.094598,0.0001122089
41.481,-72.02711,1979-01-03 01:00:00,285.4823,2.6098144,4.7134113,0.006718966
41.481,-72.02711,1979-01-04 01:00:00,265.87964,3.059454,-1.6514778,0.0
41.481,-72.02711,1979-01-05 01:00:00,268.15234,2.8547668,0.56203616,1.11856025e-07
41.481,-72.02711,1979-01-06 01:00:00,267.47974,1.0414255,-0.61467505,0.0
41.481,-72.02711,1979-01-07 01:00:00,271.91943,0.07249904,-1.453042,4.1659936e-05
41.481,-72.02711,1979-01-08 01:00:00,279.03394,0.803916,3.2280836,0.0033220795
41.481,-72.02711,1979-01-09 01:00:00,273.85413,2.0808887,-1.8555307,0.00015200423
41.481,-72.02711,1979-01-10 01:00:00,268.80322,3.096697,0.7393766,0.0
41.481,-72.02711,1979-01-11 01:00:00,267.85034,3.1301804,0.0015334487,0.0
41.481,-72.02711,1979-01-12 01:00:00,262.72174,0.7472658,-2.0823278,0.0
41.481,-72.02711,1979-01-13 01:00:00,267.4773,-1.6537485,-0.885396,0.00012832264
41.481,-72.02711,1979-01-14 01:00:00,275.849,-2.607194,-2.0726414,0.00048913865
41.481,-72.02711,1979-01-15 01:00:00,275.9817,4.3481703,0.8785639,2.8808063e-07
41.481,-72.02711,1979-01-16 01:00:00,267.1599,2.9589407,-0.19891453,0.0
41.481,-72.02711,1979-01-17 01:00:00,269.64624,1.6685891,-1.676858,0.0
41.481,-72.02711,1979-01-18 01:00:00,274.22583,1.1295416,2.3487806,0.00068486057
41.481,-72.02711,1979-01-19 01:00:00,261.1488,2.067851,-5.2725687,7.670478e-07
41.481,-72.02711,1979-01-20 01:00:00,263.98682,1.2142713,-1.4781647,0.0
41.481,-72.02711,1979-01-21 01:00:00,270.33154,-1.5613976,0.3067773,0.0013543826
41.481,-72.02711,1979-01-22 01:00:00,281.25916,3.795414,5.208377,0.00015364723
41.481,-72.02711,1979-01-23 01:00:00,272.63525,3.7617092,-0.9652405,2.0656444e-08
41.481,-72.02711,1979-01-24 01:00:00,271.1814,1.2314587,0.6896333,0.0
41.481,-72.02711,1979-01-25 01:00:00,276.07996,-6.1504927,-0.6854906,0.0004139506
41.481,-72.02711,1979-01-26 01:00:00,274.90448,1.8218311,-1.2481699,0.00053613953
41.481,-72.02711,1979-01-27 01:00:00,274.89948,1.1169853,-2.0984354,7.123458e-05
41.481,-72.02711,1979-01-28 01:00:00,274.7827,2.1682348,-1.6820841,2.531342e-06
41.481,-72.02711,1979-01-29 01:00:00,275.284,2.0420885,-1.9287243,1.4816105e-06
41.481,-72.02711,1979-01-30 01:00:00,274.25464,3.831688,-3.5674448,0.0
41.481,-72.02711,1979-01-31 01:00:00,271.95154,3.2039137,-3.1385956,0.0
41.481,-72.02711,1979-02-01 01:00:00,270.68433,2.1059823,-1.4953003,1.0254553e-08
41.481,-72.02711,1979-02-02 01:00:00,266.5736,3.2236023,-3.0616617,0.0
41.481,-72.02711,1979-02-03 01:00:00,266.77966,3.0827122,-2.7205963,0.0
41.481,-72.02711,1979-02-04 01:00:00,268.87207,2.2078013,-2.3334045,0.0
41.481,-72.02711,1979-02-05 01:00:00,271.17358,1.8205538,1.5778775,1.1079064e-06
41.481,-72.02711,1979-02-06 01:00:00,264.13416,5.488449,-2.4720469,0.0
41.481,-72.02711,1979-02-07 01:00:00,264.0913,2.730133,-1.5697174,0.0
41.481,-72.02711,1979-02-08 01:00:00,268.03345,-1.8242655,-1.5270844,0.0012582481
41.481,-72.02711,1979-02-09 01:00:00,266.65857,2.4861813,-1.5772257,0.0
41.481,-72.02711,1979-02-10 01:00:00,260.2649,2.1831722,-2.5599174,0.0
41.481,-72.02711,1979-02-11 01:00:00,259.08026,3.0532084,-2.2715302,6.854316e-07
41.481,-72.02711,1979-02-12 01:00:00,255.51295,1.7503961,-1.7469549,0.0
41.481,-72.02711,1979-02-13 01:00:00,261.41296,0.62432873,-0.5725517,0.00012791791
41.481,-72.02711,1979-02-14 01:00:00,257.5327,2.136816,-2.6831665,0.0
41.481,-72.02711,1979-02-15 01:00:00,257.86975,2.3357084,-1.4672556,0.0
41.481,-72.02711,1979-02-16 01:00:00,262.3833,0.30430794,-2.3630676,0.0
41.481,-72.02711,1979-02-17 01:00:00,261.3368,1.1458123,-3.4962435,0.0
41.481,-72.02711,1979-02-18 01:00:00,256.4769,1.7836071,-3.0637827,0.0
41.481,-72.02711,1979-02-19 01:00:00,260.31567,0.5592642,1.134367,0.0
41.481,-72.02711,1979-02-20 01:00:00,267.12598,0.1446991,-2.7946997,1.1543358e-07
41.481,-72.02711,1979-02-21 01:00:00,269.4629,2.205516,1.4077768,0.0
41.481,-72.02711,1979-02-22 01:00:00,277.77948,3.3360157,2.6135378,5.8995487e-05
41.481,-72.02711,1979-02-23 01:00:00,274.02283,1.1526244,-2.137269,0.0
41.481,-72.02711,1979-02-24 01:00:00,274.31293,-2.3596344,1.8585196,9.5516425e-06
41.481,-72.02711,1979-02-25 01:00:00,277.72638,-0.37594032,-2.3952942,0.0015748267
41.481,-72.02711,1979-02-26 01:00:00,274.56293,-4.5005493,-3.4141264,3.2484153e-05
41.481,-72.02711,1979-02-27 01:00:00,273.0382,-2.281724,-2.8710642,1.2655942e-05
41.481,-72.02711,1979-02-28 01:00:00,274.09668,2.2411833,-0.70882607,4.578381e-06
41.481,-72.02711,1979-03-01 01:00:00,275.12866,1.3984458,-1.8102732,0.0
41.481,-72.02711,1979-03-02 01:00:00,274.85358,-1.8806,-0.05602765,0.0
41.481,-72.02711,1979-03-03 01:00:00,275.73944,-1.7595978,-1.657258,1.597191e-07
41.481,-72.02711,1979-03-04 01:00:00,273.1562,-1.444993,0.7423273,0.0
41.481,-72.02711,1979-03-05 01:00:00,280.4213,-0.8070221,2.5897493,1.0142452e-05
41.481,-72.02711,1979-03-06 01:00:00,281.7456,-0.33865547,3.388998,5.2860356e-05
41.481,-72.02711,1979-03-07 01:00:00,280.81628,-0.6042394,2.6569529,0.00014920473
41.481,-72.02711,1979-03-08 01:00:00,278.8974,-0.42913687,-2.6822176,5.510552e-05
41.481,-72.02711,1979-03-09 01:00:00,277.15833,1.198391,-2.3408966,0.0
41.481,-72.02711,1979-03-10 01:00:00,276.76733,-0.18319416,-1.5383606,0.0
41.481,-72.02711,1979-03-11 01:00:00,278.52612,0.6915894,2.0468497,0.00014580414
41.481,-72.02711,1979-03-12 01:00:00,270.40417,4.256427,-2.5899658,9.2229584e-08
41.481,-72.02711,1979-03-13 01:00:00,270.96948,3.6376524,-2.3447733,0.0
41.481,-72.02711,1979-03-14 01:00:00,277.42102,1.8336307,4.1662006,0.0
41.481,-72.02711,1979-03-15 01:00:00,280.9557,3.2273436,0.6981058,4.861504e-06
41.481,-72.02711,1979-03-16 01:00:00,267.69788,3.5261078,-3.1158295,0.0
41.481,-72.02711,1979-03-17 01:00:00,271.34558,0.92231464,-0.23879242,0.0
41.481,-72.02711,1979-03-18 01:00:00,273.59375,-0.43346596,-2.9149485,0.0
41.481,-72.02711,1979-03-19 01:00:00,272.49884,-0.32779026,-1.8509979,0.0
41.481,-72.02711,1979-03-20 01:00:00,276.8966,0.7549816,-2.1468096,5.8672413e-06
41.481,-72.02711,1979-03-21 01:00:00,278.23145,0.6917382,-4.042301,0.0
41.481,-72.02711,1979-03-22 01:00:00,278.37494,-1.7659311,-0.13841057,0.0
