latitude,longitude,time,t2m,u10,v10,tp
41.481,-72.22721,1979-01-01 01:00:00,277.62988,-0.94546604,2.8845863,3.4124023e-05
41.481,-72.22721,1979-01-02 01:00:00,283.52142,2.0333457,4.1186457,0.0001340384
41.481,-72.22721,1979-01-03 01:00:00,284.9502,1.978955,3.6367512,0.005426539
41.481,-72.22721,1979-01-04 01:00:00,265.46204,2.9663143,-1.5346565,0.0
41.481,-72.22721,1979-01-05 01:00:00,267.8457,2.7519836,0.71376956,4.9482196e-08
41.481,-72.22721,1979-01-06 01:00:00,267.18018,0.86796355,-0.74278784,0.0
41.481,-72.22721,1979-01-07 01:00:00,271.56348,0.1092422,-1.437417,3.0226087e-05
41.481,-72.22721,1979-01-08 01:00:00,278.47974,0.64607906,2.9690504,0.0034231802
41.481,-72.22721,1979-01-09 01:00:00,273.37646,2.081255,-1.9982309,0.0001489761
41.481,-72.22721,1979-01-10 01:00:00,268.3462,3.1028006,0.7283903,0.0
41.481,-72.22721,1979-01-11 01:00:00,267.36377,3.1194382,0.09354395,0.0
41.481,-72.22721,1979-01-12 01:00:00,262.36676,0.6470461,-2.1232214,0.0
41.481,-72.22721,1979-01-13 01:00:00,267.08496,-1.656434,-0.8511553,0.00013934234
41.481,-72.22721,1979-01-14 01:00:00,275.44238,-2.5389566,-2.0957127,0.00033696962
41.481,-72.22721,1979-01-15 01:00:00,275.5891,4.201808,0.7514887,6.4398046e-07
41.481,-72.22721,1979-01-16 01:00:00,266.8291,2.7919486,-0.12115574,0.0
41.481,-72.22721,1979-01-17 01:00:00,269.46997,1.6456399,-1.68052,0.0
41.481,-72.22721,1979-01-18 01:00:00,273.97632,1.2667487,2.2302504,0.000572925
41.481,-72.22721,1979-01-19 01:00:00,261.00354,1.9998579,-5.2759867,3.2455227e-07
41.481,-72.22721,1979-01-20 01:00:00,263.77173,1.0806653,-1.5523834,0.0
41.481,-72.22721,1979-01-21 01:00:00,270.14355,-1.5662193,0.29994136,0.0014957639
41.481,-72.22721,1979-01-22 01:00:00,281.1125,3.5734901,5.0238066,0.000199708
41.481,-72.22721,1979-01-23 01:00:00,272.43555,3.6291409,-0.975647,7.710605e-08
41.481,-72.22721,1979-01-24 01:00:00,271.02148,1.072401,0.85604566,0.0
41.481,-72.22721,1979-01-25 01:00:00,276.07104,-6.201274,-0.64474964,0.00086261664
41.481,-72.22721,1979-01-26 01:00:00,274.34668,1.9707569,-1.3574228,0.0006587224
41.481,-72.22721,1979-01-27 01:00:00,274.78308,1.1399956,-2.1212015,9.2903836e-05
41.481,-72.22721,1979-01-28 01:00:00,274.50702,2.1388159,-1.685502,8.4784915e-07
41.481,-72.22721,1979-01-29 01:00:00,275.08716,1.947484,-2.0286999,1.5400692e-06
41.481,-72.22721,1979-01-30 01:00:00,273.8462,3.6847153,-3.58014,0.0
41.481,-72.22721,1979-01-31 01:00:00,271.5973,3.0977125,-3.1677704,0.0
41.481,-72.22721,1979-02-01 01:00:00,270.396,2.0284677,-1.5640259,6.9666385e-08
41.481,-72.22721,1979-02-02 01:00:00,266.18726,3.0867615,-3.1024332,0.0
41.481,-72.22721,1979-02-03 01:00:00,266.2782,3.0470676,-2.9448395,0.0
41.481,-72.22721,1979-02-04 01:00:00,268.7124,2.1042857,-2.3926086,0.0
41.481,-72.22721,1979-02-05 01:00:00,271.21606,1.8433809,1.5881314,1.1034663e-06
