latitude,longitude,time,t2m,u10,v10,tp
41.381,-72.12716,1979-01-01 01:00:00,278.4879,-1.1172495,3.6083412,3.9799736e-05
41.381,-72.12716,1979-01-02 01:00:00,283.62012,2.6003623,4.9482355,0.0001335186
41.381,-72.12716,1979-01-03 01:00:00,285.25232,3.0800292,5.5908527,0.006086083
41.381,-72.12716,1979-01-04 01:00:00,266.1444,3.6960506,-2.1148567,0.0
41.381,-72.12716,1979-01-05 01:00:00,268.75928,4.110382,0.54903567,4.833623e-07
41.381,-72.12716,1979-01-06 01:00:00,268.29907,1.4048288,-0.6973777,0.0
41.381,-72.12716,1979-01-07 01:00:00,272.49146,0.56090236,-1.4452906,3.2459313e-05
41.381,-72.12716,1979-01-08 01:00:00,280.1692,1.5107031,4.3093824,0.0036444638
41.381,-72.12716,1979-01-09 01:00:00,274.01807,2.650835,-2.4664927,0.00014136474
41.381,-72.12716,1979-01-10 01:00:00,269.1819,4.0617847,0.783505,0.0
41.381,-72.12716,1979-01-11 01:00:00,268.40332,4.3281784,-0.12703711,0.0
41.381,-72.12716,1979-01-12 01:00:00,263.26666,0.75117207,-2.8583288,0.0
41.381,-72.12716,1979-01-13 01:00:00,268.3047,-2.3638315,-0.6190386,0.00014440721
41.381,-72.12716,1979-01-14 01:00:00,276.41394,-3.341813,-2.1822605,0.000568173
41.381,-72.12716,1979-01-15 01:00:00,276.2528,5.4488783,1.019311,1.8153514e-08
41.381,-72.12716,1979-01-16 01:00:00,267.74463,3.9469779,-0.5169077,0.0
41.381,-72.12716,1979-01-17 01:00:00,270.21045,2.197764,-2.3187037,0.0
41.381,-72.12716,1979-01-18 01:00:00,274.6255,2.0980475,2.9597425,0.0006300915
41.381,-72.12716,1979-01-19 01:00:00,262.1587,2.406352,-6.5482035,5.0808035e-07
41.381,-72.12716,1979-01-20 01:00:00,264.62256,1.3876722,-1.9334869,0.0
41.381,-72.12716,1979-01-21 01:00:00,271.20557,-1.8581505,1.0506737,0.0015003746
41.381,-72.12716,1979-01-22 01:00:00,281.25415,4.7463417,6.249881,6.9594375e-05
41.381,-72.12716,1979-01-23 01:00:00,273.042,4.8156643,-1.1583862,0.0
41.381,-72.12716,1979-01-24 01:00:00,271.79163,1.5345592,0.83501905,0.0
41.381,-72.12716,1979-01-25 01:00:00,276.89673,-7.6724653,-0.6978502,0.0007082809
41.381,-72.12716,1979-01-26 01:00:00,274.78833,3.0232472,-1.3661509,0.00064624246
41.381,-72.12716,1979-01-27 01:00:00,275.23706,1.4903374,-2.5223856,8.129231e-05
41.381,-72.12716,1979-01-28 01:00:00,275.14227,2.8327856,-1.9940348,8.557181e-07
41.381,-72.12716,1979-01-29 01:00:00,275.4477,2.5628405,-2.2081432,3.4599616e-06
41.381,-72.12716,1979-01-30 01:00:00,274.31006,4.5927963,-4.0812387,0.0
41.381,-72.12716,1979-01-31 01:00:00,272.08875,3.9186354,-3.8508759,0.0
41.381,-72.12716,1979-02-01 01:00:00,270.99756,2.5763192,-1.9888916,0.0
41.381,-72.12716,1979-02-02 01:00:00,266.80383,3.9736023,-3.8977213,0.0
41.381,-72.12716,1979-02-03 01:00:00,267.33154,3.8749485,-3.5366364,0.0
41.381,-72.12716,1979-02-04 01:00:00,269.27295,2.6921763,-2.9952698,0.0
41.381,-72.12716,1979-02-05 01:00:00,272.11353,2.6470919,1.9619107,8.8475645e-07
41.381,-72.12716,1979-02-06 01:00:00,264.96594,6.606125,-3.1759043,0.0
41.381,-72.12716,1979-02-07 01:00:00,264.74146,3.4040833,-2.214981,0.0
41.381,-72.12716,1979-02-08 01:00:00,268.32068,-2.6262674,-1.9868622,0.0013093471
41.381,-72.12716,1979-02-09 01:00:00,267.48767,3.4463863,-2.0322428,0.0
41.381,-72.12716,1979-02-10 01:00:00,260.8916,2.6217098,-3.5492973,0.0
41.381,-72.12716,1979-02-11 01:00:00,259.91302,3.9197855,-3.25383,2.90553e-06
41.381,-72.12716,1979-02-12 01:00:00,256.4485,2.0571587,-2.623786,0.0
41.381,-72.12716,1979-02-13 01:00:00,262.3069,0.65701306,-0.67466354,0.00016366792
41.381,-72.12716,1979-02-14 01:00:00,258.33887,2.6342525,-3.663391,0.0
41.381,-72.12716,1979-02-15 01:00:00,258.93298,2.9712064,-2.2060251,0.0
41.381,-72.12716,1979-02-16 01:00:00,263.4646,0.076280594,-2.943634,0.0
41.381,-72.12716,1979-02-17 01:00:00,262.15515,1.2642205,-4.403226,0.0
41.381,-72.12716,1979-02-18 01:00:00,257.24887,2.0915294,-4.096986,0.0
41.381,-72.12716,1979-02-19 01:00:00,261.7257,0.38268948,1.2401409,0.0
41.381,-72.12716,1979-02-20 01:00:00,267.6471,0.08305359,-3.75344,1.3703544e-07
41.381,-72.12716,1979-02-21 01:00:00,270.12,2.8502915,1.748292,0.0
41.381,-72.12716,1979-02-22 01:00:00,277.84723,4.188799,3.0509157,9.665548e-05
41.381,-72.12716,1979-02-23 01:00:00,274.45288,1.3229735,-2.5964975,0.0
41.381,-72.12716,1979-02-24 01:00:00,274.6908,-3.0730133,2.2109976,9.775116e-06
41.381,-72.12716,1979-02-25 01:00:00,277.8285,-0.4088688,-2.848297,0.0017513873
41.381,-72.12716,1979-02-26 01:00:00,274.97443,-5.3535767,-4.0996733,5.7789177e-05
41.381,-72.12716,1979-02-27 01:00:00,273.39172,-2.774644,-3.4186716,1.5128923e-05
41.381,-72.12716,1979-02-28 01:00:00,274.44763,2.8191862,-0.6668949,6.9730204e-06
41.381,-72.12716,1979-03-01 01:00:00,275.5503,1.4148033,-2.0835276,0.0
41.381,-72.12716,1979-03-02 01:00:00,275.02917,-2.1486053,0.102419615,0.0
41.381,-72.12716,1979-03-03 01:00:00,276.08966,-2.0216827,-1.9449167,8.636989e-07
41.381,-72.12716,1979-03-04 01:00:00,273.52704,-1.9792948,0.74888855,0.0
41.381,-72.12716,1979-03-05 01:00:00,280.28622,-1.0558624,3.243802,1.2787932e-05
41.381,-72.12716,1979-03-06 01:00:00,281.42767,-0.5251484,4.223959,5.550836e-05
41.381,-72.12716,1979-03-07 01:00:00,280.5702,-0.72292227,3.438447,0.00032444776
41.381,-72.12716,1979-03-08 01:00:00,279.07623,-0.47106802,-3.1836824,5.3616175e-05
41.381,-72.12716,1979-03-09 01:00:00,277.42175,1.5303001,-2.4066925,0.0
41.381,-72.12716,1979-03-10 01:00:00,276.79248,0.14688396,-0.93118286,0.0
41.381,-72.12716,1979-03-11 01:00:00,278.6468,0.986023,2.5606437,0.00014072726
41.381,-72.12716,1979-03-12 01:00:00,270.66174,5.008136,-3.4152832,0.0
41.381,-72.12716,1979-03-13 01:00:00,271.47192,4.2835264,-2.9053202,0.0
41.381,-72.12716,1979-03-14 01:00:00,277.88306,2.2573366,4.9746723,0.0
41.381,-72.12716,1979-03-15 01:00:00,280.78516,4.0157957,0.9452982,8.586794e-07
41.381,-72.12716,1979-03-16 01:00:00,268.03552,4.0884857,-3.799179,0.0
41.381,-72.12716,1979-03-17 01:00:00,272.10242,0.9932375,0.27335358,0.0
41.381,-72.12716,1979-03-18 01:00:00,274.08447,-0.5601139,-3.4241037,0.0
41.381,-72.12716,1979-03-19 01:00:00,272.9651,-0.65469456,-2.2188568,0.0
