latitude,longitude,time,t2m,u10,v10,tp
41.381,-73.728,1979-01-01 01:00:00,276.82715,-0.8405771,2.385563,4.1338222e-05
41.381,-73.728,1979-01-02 01:00:00,283.40863,0.69533294,3.9322443,5.3076146e-05
41.381,-73.728,1979-01-03 01:00:00,281.6577,1.8340576,-0.3234539,0.0020665184
41.381,-73.728,1979-01-04 01:00:00,263.19165,2.3490047,-0.39805984,0.0
41.381,-73.728,1979-01-05 01:00:00,266.78198,2.1948547,0.8677002,0.0
41.381,-73.728,1979-01-06 01:00:00,265.5525,-0.54231477,0.33893824,0.0
41.381,-73.728,1979-01-07 01:00:00,270.1582,0.7181289,0.4320898,6.00825e-07
41.381,-73.728,1979-01-08 01:00:00,275.49634,-0.4654932,2.0667067,0.0008317039
41.381,-73.728,1979-01-09 01:00:00,270.56592,2.0197315,-1.9866343,6.5601314e-05
41.381,-73.728,1979-01-10 01:00:00,263.84155,2.450701,0.7857633,0.0
41.381,-73.728,1979-01-11 01:00:00,264.47388,2.4817429,0.09622949,0.0
41.381,-73.728,1979-01-12 01:00:00,260.46588,-0.896533,-1.363822,0.0
41.381,-73.728,1979-01-13 01:00:00,265.7224,-1.3604136,-0.5084429,0.00020439208
41.381,-73.728,1979-01-14 01:00:00,273.96985,-2.5368814,-1.0904636,3.616918e-05
41.381,-73.728,1979-01-15 01:00:00,273.66052,4.5830336,-2.4827642,1.5799327e-05
41.381,-73.728,1979-01-16 01:00:00,264.19385,2.4015677,0.51751614,0.0
41.381,-73.728,1979-01-17 01:00:00,267.86743,1.869761,-1.0180445,0.0
41.381,-73.728,1979-01-18 01:00:00,272.21387,1.4657233,1.4358168,2.0046142e-05
41.381,-73.728,1979-01-19 01:00:00,259.6388,2.1901045,-4.3629007,7.4174613e-07
41.381,-73.728,1979-01-20 01:00:00,261.8523,-0.29640985,-1.4766388,9.729686e-08
41.381,-73.728,1979-01-21 01:00:00,268.9668,-1.7795982,0.32472163,0.0011657707
41.381,-73.728,1979-01-22 01:00:00,278.21344,2.9853554,1.3277617,2.2297445e-05
41.381,-73.728,1979-01-23 01:00:00,270.8341,3.2604885,-1.0901184,3.095147e-08
41.381,-73.728,1979-01-24 01:00:00,271.2002,-0.3401966,1.5305758,0.0
41.381,-73.728,1979-01-25 01:00:00,276.54028,-6.935405,0.28646374,0.0022496504
41.381,-73.728,1979-01-26 01:00:00,273.57428,2.093804,-2.5914316,0.00044840382
41.381,-73.728,1979-01-27 01:00:00,273.66907,1.4191704,-1.543931,0.00027587306
41.381,-73.728,1979-01-28 01:00:00,274.05396,1.9430151,-1.5537271,0.0
41.381,-73.728,1979-01-29 01:00:00,274.27734,2.3822985,-1.9760265,4.0106715e-06
41.381,-73.728,1979-01-30 01:00:00,272.37488,3.4624252,-2.9360971,1.438566e-07
41.381,-73.728,1979-01-31 01:00:00,270.7904,3.025691,-2.5426483,7.071212e-07
41.381,-73.728,1979-02-01 01:00:00,269.57556,2.0229745,-1.633728,1.9406516e-06
41.381,-73.728,1979-02-02 01:00:00,265.06006,3.1567078,-3.2658854,9.069063e-07
41.381,-73.728,1979-02-03 01:00:00,265.65747,2.8458958,-2.8108063,3.4943014e-07
41.381,-73.728,1979-02-04 01:00:00,268.781,1.6796032,-1.6009827,0.0
