latitude,longitude,time,t2m,u10,v10,tp
41.781,-72.32726,1979-01-01 01:00:00,276.42175,-0.94271946,2.6050453,8.531163e-06
41.781,-72.32726,1979-01-02 01:00:00,283.41382,1.5175986,4.087762,6.0907987e-05
41.781,-72.32726,1979-01-03 01:00:00,284.27747,0.56257313,2.5032063,0.003819038
41.781,-72.32726,1979-01-04 01:00:00,264.0603,2.630499,-0.76976395,0.0
41.781,-72.32726,1979-01-05 01:00:00,266.08447,1.7549133,1.5093628,0.0
41.781,-72.32726,1979-01-06 01:00:00,265.6643,0.45707488,0.45575953,0.0
41.781,-72.32726,1979-01-07 01:00:00,270.8252,0.040516615,-0.7320337,4.2832355e-05
41.781,-72.32726,1979-01-08 01:00:00,276.22607,-1.053628,2.0693922,0.0020678155
41.781,-72.32726,1979-01-09 01:00:00,272.60095,1.9541798,-1.6976938,0.00018611635
41.781,-72.32726,1979-01-10 01:00:00,266.5952,2.5735037,1.2002835,0.0
41.781,-72.32726,1979-01-11 01:00:00,265.3584,2.4221725,1.0011368,0.0
41.781,-72.32726,1979-01-12 01:00:00,260.37115,0.55286884,-1.2432165,0.0
41.781,-72.32726,1979-01-13 01:00:00,264.91528,-1.7297983,-0.2310381,0.0001071116
41.781,-72.32726,1979-01-14 01:00:00,274.16687,-2.5016031,-1.6080418,0.0006214337
41.781,-72.32726,1979-01-15 01:00:00,275.03784,3.7324476,0.43947697,7.892471e-06
41.781,-72.32726,1979-01-16 01:00:00,264.90332,1.9564993,0.72186184,0.0
41.781,-72.32726,1979-01-17 01:00:00,267.93823,1.4220071,-1.1564722,0.0
41.781,-72.32726,1979-01-18 01:00:00,271.95337,-0.054540336,1.802638,0.00048508117
41.781,-72.32726,1979-01-19 01:00:00,259.51245,1.8329268,-4.7110453,5.291695e-07
41.781,-72.32726,1979-01-20 01:00:00,261.90674,0.9957044,-1.346817,0.0
41.781,-72.32726,1979-01-21 01:00:00,268.10986,-1.5224571,0.14381343,0.0011613528
41.781,-72.32726,1979-01-22 01:00:00,280.98157,2.5642128,4.245242,0.000815407
